id,prediction
0,2.72177
1,2.72177
2,2.7860198
3,80.16336
4,337.52255
5,1090.1484
6,2218.0923
7,2827.5063
8,3222.3284
9,2911.7852
10,2946.0876
11,2251.7354
12,2003.1995
13,1853.7097
14,2442.6292
15,1601.619
16,1411.9697
17,608.2426
18,252.5164
19,19.00121
20,2.5657945
21,2.5601223
22,2.5601223
23,2.5601223
24,0.936513
25,0.936513
26,1.7014831
27,145.1481
28,552.28546
29,1512.8115
30,2009.8464
31,1933.4734
32,2637.127
33,3498.276
34,4270.555
35,2873.6313
36,3269.4692
37,3027.1514
38,2713.9104
39,2619.3044
40,1927.4568
41,917.74664
42,433.821
43,73.715546
44,-7.4725175
45,1.011284
46,1.011284
47,1.011284
48,-0.04666861
49,2.8452926
50,18.627851
51,269.84766
52,531.5282
53,1487.3967
54,2639.1648
55,3568.289
56,4509.2344
57,5122.524
58,5091.538
59,4225.3555
60,4419.3667
61,4121.7866
62,2989.2998
63,2290.6624
64,1237.0143
65,695.59796
66,423.50296
67,76.236206
68,3.613727
69,2.6510887
70,2.6454165
71,2.6454165
72,2.0822895
73,2.1679626
74,18.999565
75,124.58943
76,579.3301
77,1366.5887
78,1958.507
79,3937.387
80,4296.4673
81,2318.2146
82,4090.4712
83,3878.5005
84,3479.93
85,3216.0786
86,3373.795
87,2692.086
88,1940.7073
89,596.31323
90,289.80865
91,136.96329
92,7.217945
93,2.6836448
94,2.6454165
95,2.6454165
96,2.8127365
97,2.8851569
98,36.49611
99,294.16925
100,762.3619
101,1436.1912
102,2824.187
103,3989.755
104,4326.845
105,4822.4097
106,4845.4927
107,4779.405
108,4573.8486
109,4123.1426
110,3776.6387
111,2861.6128
112,1703.4058
113,1050.2573
114,435.30173
115,238.92317
116,18.90124
117,-1.7478259
118,-1.8064034
119,2.6454165
120,2.8127365
121,3.0986624
122,76.74989
123,303.4667
124,546.3906
125,1592.6316
126,2896.9697
127,4063.7036
128,3942.5105
129,3588.5586
130,3309.2673
131,2331.4768
132,3181.8123
133,3764.9692
134,3158.1614
135,2712.622
136,2062.025
137,1112.2607
138,399.49527
139,193.1445
140,8.267183
141,-6.89278
142,2.6510887
143,2.6454165
144,2.8127365
145,3.1901734
146,66.553276
147,253.52512
148,622.80084
149,1604.9899
150,2641.3044
151,3838.2288
152,4356.478
153,5044.706
154,4352.1387
155,3828.1587
156,2947.919
157,3191.7415
158,3461.7473
159,2345.1152
160,1788.6819
161,937.075
162,500.63803
163,192.49144
164,14.645439
165,-7.7864842
166,-8.602877
167,-8.608549
168,-7.301125
169,-7.182729
170,13.437341
171,87.58146
172,155.73386
173,235.27351
174,165.81992
175,406.09875
176,821.0444
177,608.1912
178,655.41205
179,1910.8495
180,2308.5022
181,1254.663
182,1955.5712
183,1564.0685
184,1225.6776
185,515.0037
186,308.77658
187,154.79381
188,12.085956
189,2.7367618
190,2.6510887
191,2.6510887
192,2.0822895
193,3.0776474
194,55.40153
195,189.28288
196,360.3944
197,581.6354
198,1451.478
199,2031.8484
200,1546.4324
201,1751.3075
202,1870.396
203,2167.0564
204,2836.9778
205,1681.1028
206,1827.2412
207,889.45355
208,1236.6039
209,501.47842
210,301.9363
211,50.853256
212,4.8363795
213,0.78557456
214,0.7131542
215,0.7131542
216,0.97474116
217,1.553857
218,13.914447
219,132.51424
220,216.91577
221,292.34406
222,966.1302
223,1503.9712
224,1980.5669
225,2516.7432
226,1358.7593
227,1679.8129
228,1321.1444
229,1049.1969
230,1247.6387
231,834.6209
232,316.0099
233,334.84354
234,256.06918
235,72.080864
236,9.793272
237,3.0285256
238,2.6510887
239,3.04302
240,2.8452926
241,3.2152936
242,20.208426
243,120.72394
244,266.19513
245,555.90454
246,797.8153
247,2338.6265
248,2155.0479
249,1153.1176
250,1274.372
251,1905.983
252,2430.7314
253,2191.2156
254,2370.916
255,1792.3237
256,1709.2925
257,1276.6448
258,545.23663
259,197.15625
260,56.159325
261,4.815569
262,0.7805374
263,0.7805374
264,2.140867
265,3.4743345
266,60.059742
267,182.16197
268,308.50238
269,799.48676
270,804.8711
271,1579.6237
272,1087.4893
273,1488.017
274,1395.9061
275,1370.6628
276,1125.5465
277,1217.5779
278,1433.6774
279,1069.8976
280,1298.3723
281,322.59518
282,204.7356
283,69.685326
284,-0.7416354
285,-11.59918
286,-11.816273
287,-11.781445
288,2.140867
289,3.7225144
290,51.76374
291,189.77106
292,499.91342
293,1177.0955
294,1736.1156
295,2806.622
296,1220.8701
297,2482.019
298,1798.5466
299,1210.2797
300,2123.9827
301,2567.3982
302,1841.8658
303,880.7229
304,1323.4753
305,622.16956
306,337.11002
307,196.99278
308,36.082306
309,2.4738953
310,1.5698347
311,1.511257
312,2.1679626
313,3.7225144
314,41.986813
315,242.32898
316,482.08362
317,620.47876
318,1913.013
319,1148.0889
320,3367.7534
321,3417.913
322,3417.5806
323,1704.3969
324,1582.2906
325,1455.7941
326,1509.8241
327,794.7709
328,766.178
329,489.05923
330,196.4286
331,100.48763
332,18.3372
333,0.96280235
334,0.8391151
335,0.81309336
336,-8.3555565
337,-7.322337
338,6.4590206
339,78.90365
340,280.43323
341,570.737
342,752.77795
343,988.1753
344,1273.6097
345,1556.3966
346,1544.9717
347,2127.0366
348,2409.8328
349,1736.4629
350,1584.9319
351,1458.409
352,882.20325
353,601.2535
354,347.86877
355,130.22504
356,27.01009
357,1.693522
358,1.5698347
359,1.543813
360,2.1484158
361,3.2011817
362,35.642788
363,161.15025
364,348.5113
365,630.35266
366,801.6087
367,1121.2202
368,1531.0988
369,2418.9675
370,2287.8496
371,2543.836
372,2386.6108
373,1801.9111
374,1715.1979
375,922.37177
376,1134.157
377,653.2921
378,321.17065
379,119.44728
380,11.730962
381,-8.420612
382,-8.517203
383,-7.8396015
384,2.1547098
385,3.2011817
386,22.239828
387,127.982895
388,250.60768
389,577.8527
390,600.4622
391,760.1539
392,809.1044
393,965.1712
394,2129.976
395,2405.9001
396,1813.9551
397,1224.9524
398,1590.7437
399,1246.8845
400,918.692
401,447.71222
402,455.89716
403,210.02194
404,68.39394
405,-7.640239
406,0.8662105
407,0.8391151
408,1.319622
409,15.688346
410,171.64969
411,378.14246
412,730.30756
413,1721.7616
414,2936.347
415,4003.1294
416,4727.7495
417,5067.2104
418,4977.1196
419,5115.4146
420,4946.6914
421,4402.367
422,3498.606
423,2942.1538
424,1765.1809
425,1275.0682
426,570.3768
427,318.8858
428,116.804306
429,6.137042
430,2.723509
431,2.7096665
432,3.426592
433,11.093297
434,126.6594
435,321.9399
436,673.18866
437,1281.4764
438,1926.4766
439,2820.7698
440,4135.271
441,4743.7676
442,4155.583
443,2928.9297
444,2144.099
445,467.6479
446,864.05096
447,1017.02765
448,1473.7288
449,527.6285
450,238.04657
451,182.87627
452,53.334435
453,8.301899
454,6.0207987
455,5.5841274
456,2.1786861
457,2.5522175
458,69.96291
459,207.58043
460,411.24008
461,895.7644
462,1941.3578
463,3305.9941
464,4059.8074
465,4291.215
466,4247.3325
467,4330.601
468,4848.816
469,4305.221
470,3631.1372
471,3067.4958
472,2042.4753
473,1266.8251
474,562.0358
475,312.5433
476,128.53041
477,11.596626
478,3.2649446
479,2.9731805
480,-0.35607916
481,16.971962
482,130.15952
483,288.17758
484,732.79504
485,1816.13
486,2739.2517
487,3903.572
488,4481.94
489,4428.508
490,4983.555
491,5042.7573
492,4751.5107
493,4212.4478
494,3650.6582
495,2819.79
496,2178.268
497,1220.1497
498,614.622
499,362.6507
500,131.9108
501,11.385912
502,3.0285256
503,2.717215
504,0.5094836
505,11.640284
506,118.47955
507,282.87503
508,722.61914
509,1277.6432
510,1828.709
511,3697.2847
512,4417.0137
513,4883.349
514,4810.072
515,3894.959
516,2894.0576
517,3024.8357
518,2517.448
519,1975.2383
520,1912.1647
521,864.4762
522,517.93115
523,214.91367
524,53.512398
525,6.64648
526,0.009285882
527,-0.036689922
528,0.25044286
529,3.6210387
530,48.697117
531,102.66614
532,191.1996
533,496.22653
534,693.3314
535,1486.1052
536,1225.0142
537,799.2273
538,1116.137
539,2461.3289
540,3803.7976
541,3578.547
542,2502.9736
543,2476.7336
544,1382.7213
545,1183.5613
546,570.12054
547,271.636
548,127.41826
549,6.6010237
550,-2.3437042
551,-2.8614035
552,7.085006
553,9.5180235
554,17.220322
555,94.66672
556,103.7919
557,234.14597
558,543.9414
559,659.5596
560,941.6158
561,1560.1099
562,1235.2285
563,1548.4779
564,1074.4515
565,1323.9957
566,2365.1362
567,1588.598
568,1588.797
569,920.7457
570,531.37866
571,218.63333
572,52.752377
573,-0.20288962
574,-0.72098565
575,-1.1055112
576,1.5017582
577,19.280067
578,140.03053
579,256.88867
580,674.4266
581,1700.002
582,3023.6384
583,3994.154
584,4336.036
585,4067.777
586,4895.961
587,4858.4507
588,3085.1665
589,3772.5835
590,2277.4045
591,1756.0111
592,1712.5436
593,1196.8988
594,483.19223
595,273.37732
596,144.30333
597,-3.8466206
598,3.790561
599,7.347271
600,0.5094836
601,10.50256
602,105.625626
603,172.70302
604,644.81354
605,1595.4855
606,2215.2505
607,3197.2244
608,4429.6177
609,4106.635
610,3669.4688
611,4468.5645
612,4051.5
613,4301.168
614,3269.606
615,1339.9987
616,1327.4741
617,854.725
618,695.9879
619,435.19745
620,46.7864
621,-13.773299
622,-20.151455
623,-20.462765
624,0.42997426
625,6.808128
626,111.25401
627,371.93958
628,395.97324
629,791.98
630,631.17175
631,768.6139
632,1068.9424
633,1323.7279
634,1229.3477
635,1213.847
636,1443.7676
637,1200.2699
638,1637.9816
639,1302.5167
640,530.1729
641,286.20248
642,200.0968
643,82.90672
644,21.422453
645,2.5552716
646,-0.058097355
647,-0.11036717
648,-3.9079263
649,4.433803
650,37.136356
651,61.566296
652,126.9063
653,181.07314
654,460.4528
655,889.8786
656,1090.2726
657,611.3444
658,571.3137
659,290.8424
660,1108.9452
661,859.1284
662,1429.1517
663,1021.5143
664,875.2115
665,332.57455
666,296.28378
667,92.10787
668,21.084784
669,4.7915163
670,2.1781473
671,2.1454241
672,0.5910832
673,11.477725
674,132.8653
675,326.76678
676,608.6157
677,1236.1571
678,1566.7761
679,3543.939
680,3727.019
681,3225.6895
682,3650.096
683,3289.1514
684,3198.482
685,3059.7075
686,2419.388
687,2395.9954
688,1685.109
689,701.88654
690,509.05103
691,283.28458
692,101.8913
693,1.7396208
694,-15.591574
695,6.3682494
696,0.5910832
697,6.3622403
698,166.68628
699,165.73564
700,396.1443
701,403.48065
702,379.06815
703,375.47702
704,1627.7783
705,2776.9697
706,3504.8674
707,3886.0957
708,3311.3489
709,3474.45
710,1713.3152
711,1164.4471
712,660.7682
713,229.45078
714,291.39343
715,449.41287
716,20.341965
717,79.18321
718,2.1781473
719,2.1454241
720,152.43877
721,173.608
722,173.608
723,179.99605
724,115.00719
725,188.6838
726,337.9485
727,466.22858
728,440.52682
729,430.08203
730,465.70764
731,574.2072
732,394.19797
733,451.44086
734,313.6072
735,258.97458
736,219.88524
737,148.74614
738,116.72151
739,139.82874
740,115.69375
741,116.189095
742,117.10086
743,157.62984
744,52.22676
745,52.22676
746,52.22676
747,47.51336
748,93.45087
749,215.74184
750,199.58702
751,430.9587
752,560.45844
753,646.15015
754,673.2908
755,632.63605
