id,prediction
0,226.31996
1,0.0
2,0.0
3,0.0
4,212.67769
5,754.12665
6,1361.0835
7,1926.1364
8,2335.754
9,2519.3188
10,2475.9968
11,2245.6318
12,1853.4817
13,1388.101
14,986.2792
15,561.7329
16,61.765152
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,224.44969
30,1250.4559
31,1970.4287
32,2613.7173
33,3044.673
34,3216.466
35,3143.973
36,2901.1812
37,2546.8215
38,2150.99
39,1734.7174
40,1212.7495
41,346.38562
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,471.5321
54,1311.6388
55,2062.4119
56,2632.7651
57,2984.1436
58,3023.244
59,2712.863
60,2051.2568
61,2967.8044
62,2991.4473
63,2196.0103
64,1041.9407
65,20.686705
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,243.32773
78,1240.0161
79,2102.4202
80,2668.8047
81,2838.4082
82,2722.1108
83,2465.4802
84,2041.4734
85,1510.6272
86,1096.7036
87,817.56177
88,165.79973
89,0.0
90,364.61115
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,784.2296
102,1605.4982
103,2331.0642
104,3054.7395
105,3337.3604
106,3354.3389
107,3307.107
108,3157.5273
109,2744.4106
110,2069.3298
111,1557.5702
112,564.6261
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,238.33513
121,0.0
122,0.0
123,66.3843
124,512.6028
125,1125.408
126,1945.0458
127,2670.0632
128,2985.3362
129,3018.8962
130,2884.16
131,2635.133
132,2298.73
133,1995.1045
134,1698.0186
135,1171.8689
136,272.33447
137,0.0
138,0.0
139,0.0
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,51.22107
149,891.5313
150,1519.4525
151,2494.9104
152,3320.7078
153,3715.2246
154,3584.0996
