id,prediction
0,0.0
1,0.0
2,0.0
3,0.0
4,590.0856
5,1170.0656
6,1922.3933
7,2575.0642
8,2985.3682
9,3134.31
10,3087.6848
11,2854.4763
12,2365.4988
13,2179.2722
14,2206.7925
15,1500.7015
16,1041.0793
17,531.54047
18,20.84204
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,534.82196
29,1154.2845
30,1632.4016
31,2659.4578
32,3427.1416
33,3793.9001
34,3895.2563
35,3737.8057
36,3501.5115
37,3173.819
38,2899.5176
39,2488.6833
40,1724.9348
41,775.3685
42,81.60537
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,667.12103
53,1600.2048
54,2614.5457
55,3615.1926
56,4395.8584
57,4902.6797
58,4942.2603
59,4359.2974
60,3529.4436
61,3875.4307
62,3091.866
63,2003.8265
64,1207.6744
65,777.59766
66,358.4483
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,696.15375
77,1756.304
78,2899.5251
79,3852.353
80,4328.5996
81,4151.971
82,3803.3364
83,3696.5674
84,3099.2456
85,2722.15
86,2806.8186
87,2597.1643
88,1709.8143
89,644.12067
90,555.0298
91,20.646303
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,311.15198
100,910.64557
101,1895.2032
102,2896.917
103,3790.3792
104,4676.7646
105,4781.41
106,4851.275
107,4874.026
108,4644.0806
109,3973.1504
110,3343.2612
111,2705.753
112,1788.1229
113,1026.0372
114,259.5876
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,79.75425
121,0.0
122,34.793854
123,597.6366
124,1304.191
125,2244.5276
126,3453.563
127,4342.429
128,4431.743
129,4265.838
130,3906.1594
131,3551.233
132,3259.4639
133,3147.2297
134,2936.9915
135,2337.3367
136,1352.9369
137,706.55554
138,200.89244
139,0.0
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,162.96674
148,916.1532
149,1880.0851
150,2663.3728
151,4112.7593
152,4785.013
153,4916.305
154,4413.2964
155,4069.379
156,3596.2898
157,3147.8538
158,2841.6133
159,1961.7975
160,1188.1573
161,722.4907
162,144.59198
163,0.0
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,1467.0762
180,2121.275
181,2860.3667
182,2353.8223
183,1910.9276
184,1355.0234
185,690.0585
186,144.43735
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,57.891766
197,480.70895
198,1215.1987
199,2125.6257
200,1026.7788
201,2236.801
202,2898.9758
203,1245.3481
204,2580.0354
205,2582.0837
206,2182.6711
207,278.69827
208,0.0
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,885.03314
223,1660.3898
224,2300.947
225,2232.1323
226,2079.669
227,2013.3846
228,1702.1552
229,1366.532
230,1123.3038
231,809.7914
232,171.74692
233,0.0
234,0.0
235,0.0
236,0.0
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,0.0
243,0.0
244,275.16467
245,780.28033
246,1413.0781
247,2285.067
248,2290.232
249,222.72139
250,0.0
251,335.1913
252,1638.3403
253,1846.3269
254,1579.2861
255,1629.6489
256,1557.0983
257,962.19464
258,476.92935
259,0.0
260,0.0
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,0.0
267,0.0
268,0.0
269,550.4074
270,1417.073
271,2071.4155
272,2421.1565
273,2541.8281
274,2262.5457
275,2471.6963
276,2411.9734
277,1942.025
278,1624.0232
279,1264.1472
280,672.8061
281,154.67197
282,0.0
283,0.0
284,0.0
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,0.0
292,0.0
293,502.07867
294,1280.387
295,1607.7745
296,1781.022
297,2282.8335
298,2542.067
299,2444.3123
300,1783.8401
301,2015.5929
302,1902.2782
303,1597.5295
304,1078.9861
305,754.683
306,323.43912
307,0.0
308,0.0
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,0.0
315,0.0
316,339.07596
317,849.51953
318,1392.4434
319,1836.9764
320,2460.8496
321,2725.7783
322,2689.321
323,2436.6465
324,2000.326
325,1742.8138
326,1385.3375
327,1062.5869
328,777.50574
329,400.42725
330,282.8625
331,0.0
332,0.0
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,0.0
339,0.0
340,422.99844
341,810.1166
342,1137.9911
343,1383.5164
344,1641.1769
345,1932.7931
346,1876.5132
347,1915.1447
348,1823.0038
349,1616.4764
350,1483.2874
351,1214.5144
352,895.12244
353,469.95303
354,26.59616
355,0.0
356,0.0
357,0.0
358,0.0
359,0.0
360,0.0
361,0.0
362,0.0
363,138.29597
364,527.8705
365,882.9644
366,1255.4762
367,1759.7887
368,2195.976
369,2505.0823
370,2463.6426
371,2360.5964
372,2386.417
373,1929.5468
374,1574.9374
375,1360.9664
376,982.68805
377,683.71576
378,78.29642
379,0.0
380,0.0
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,0.0
387,0.0
388,53.705692
389,360.3543
390,696.29926
391,1131.1848
392,1582.9177
393,1908.5723
394,2127.8035
395,2166.073
396,2330.1648
397,2031.1338
398,1625.1221
399,1276.714
400,1071.1473
401,834.2527
402,548.19794
403,28.280703
404,0.0
405,0.0
406,0.0
407,0.0
408,0.0
409,0.0
410,0.0
411,448.03842
412,1210.0359
413,2050.7297
414,2949.2322
415,3782.1572
416,4454.0005
417,4890.903
418,5273.9834
419,5172.1416
420,4644.6665
421,5101.73
422,3806.1077
423,2870.8584
424,2099.588
425,1346.9508
426,634.19055
427,31.345957
428,0.0
429,0.0
430,0.0
431,0.0
432,0.0
433,0.0
434,0.0
435,23.958693
436,698.49774
437,1492.1545
438,2124.7087
439,2940.12
440,3592.3027
441,4298.7847
442,4170.563
443,3400.777
444,2283.9004
445,1661.4338
446,1629.2987
447,1422.131
448,1281.959
449,572.513
450,402.21133
451,0.0
452,0.0
453,0.0
454,0.0
455,0.0
456,0.0
457,0.0
458,0.0
459,0.0
460,278.49487
461,907.1566
462,2206.022
463,3151.8176
464,3427.3425
465,3797.0383
466,4555.1826
467,5012.8257
468,4842.7637
469,4208.4775
470,3513.5068
471,2783.2256
472,2004.6635
473,1213.2924
474,531.82764
475,0.0
476,0.0
477,0.0
478,0.0
479,0.0
480,16.224426
481,0.0
482,123.038284
483,731.6375
484,1435.0305
485,2297.6768
486,3256.8364
487,4170.4785
488,4886.6626
489,5304.5254
490,5407.6406
491,5160.237
