id,prediction
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,152.18309
9,915.12695
10,1376.8599
11,1607.7356
12,1615.7166
13,1339.3325
14,635.71173
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,2174.0542
31,5179.4727
32,8228.237
33,10833.513
34,12615.775
35,13245.696
36,12597.171
37,10838.415
38,8282.635
39,4955.02
40,1178.6888
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,3470.293
55,9037.837
56,13543.344
57,15818.929
58,15123.911
59,10811.429
60,11262.105
61,10327.723
62,7088.0566
63,2676.168
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,2450.2969
79,6935.811
80,10068.608
81,11272.204
82,11321.965
83,10937.629
84,10055.479
85,8975.481
86,7543.53
87,5080.5815
88,1797.913
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,4429.437
103,9512.121
104,14683.789
105,18332.887
106,19816.352
107,19406.006
108,17374.707
109,14203.287
110,10224.227
111,5530.6943
112,762.6701
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,4279.9507
127,8725.971
128,11835.821
129,13381.83
130,13583.573
131,12852.478
132,11495.911
133,9553.186
134,6642.922
135,2901.2969
136,0.0
137,0.0
138,0.0
139,0.0
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,1656.9172
150,4933.855
151,9950.831
152,13772.4795
153,15464.8545
154,15276.841
155,14058.071
156,12248.555
157,9883.608
158,6835.1704
159,3077.8145
160,0.0
161,0.0
162,0.0
163,0.0
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,0.0
180,4145.4644
181,4872.836
182,3729.1628
183,1462.7561
184,0.0
185,0.0
186,0.0
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,0.0
198,0.0
199,2756.6584
200,4638.4404
201,6544.0312
202,7718.471
203,7183.3955
204,7227.7114
205,6204.3594
206,3863.3154
207,815.02313
208,0.0
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,0.0
223,0.0
224,224.61867
225,1380.101
226,1582.0691
227,1125.4342
228,29.279799
229,0.0
230,0.0
231,0.0
232,0.0
233,0.0
234,0.0
235,0.0
236,0.0
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,0.0
243,0.0
244,0.0
245,0.0
246,0.0
247,479.1968
248,1421.43
249,1111.8282
250,1379.064
251,2327.159
252,3718.5334
253,4233.5786
254,3714.5916
255,2424.3057
256,471.18622
257,0.0
258,0.0
259,0.0
260,0.0
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,0.0
267,0.0
268,0.0
269,0.0
270,0.0
271,621.4642
272,2082.1445
273,3115.9631
274,3601.9612
275,3689.0974
276,3281.2046
277,2251.955
278,827.9035
279,0.0
280,0.0
281,0.0
282,0.0
283,0.0
284,0.0
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,0.0
292,0.0
293,0.0
294,0.0
295,1246.6493
296,3492.3896
297,5204.134
298,5909.919
299,5062.0166
300,1933.6095
301,2010.9796
302,1163.5673
303,0.0
304,0.0
305,0.0
306,0.0
307,0.0
308,0.0
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,0.0
315,0.0
316,0.0
317,0.0
318,0.0
319,1135.7687
320,3197.545
321,4624.0723
322,5226.0747
323,4914.5166
324,3713.836
325,2161.9502
326,621.06354
327,0.0
328,0.0
329,0.0
330,0.0
331,0.0
332,0.0
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,0.0
339,0.0
340,0.0
341,0.0
342,0.0
343,0.0
344,0.0
345,1162.906
346,1910.9695
347,2114.782
348,1891.889
349,1246.9698
350,277.062
351,0.0
352,0.0
353,0.0
354,0.0
355,0.0
356,0.0
357,0.0
358,0.0
359,0.0
360,0.0
361,0.0
362,0.0
363,0.0
364,0.0
365,0.0
366,0.0
367,0.0
368,362.9667
369,1968.1567
370,3001.7375
371,3377.1165
372,3107.7852
373,1981.5021
374,399.89145
375,0.0
376,0.0
377,0.0
378,0.0
379,0.0
380,0.0
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,0.0
387,0.0
388,0.0
389,0.0
390,0.0
391,0.0
392,0.0
393,366.3135
394,1424.7007
395,2173.9368
396,2606.9077
397,2273.4382
398,1197.0936
399,0.0
400,0.0
401,0.0
402,0.0
403,0.0
404,0.0
405,0.0
406,0.0
407,0.0
408,0.0
409,0.0
410,0.0
411,0.0
412,0.0
413,1692.568
414,7284.4
415,12874.592
416,16968.445
417,18680.092
418,17707.55
419,12814.752
420,14681.777
421,14230.501
422,11252.151
423,6952.619
424,2399.6523
425,0.0
426,0.0
427,0.0
428,0.0
429,0.0
430,0.0
431,0.0
432,0.0
433,0.0
434,0.0
435,0.0
436,0.0
437,0.0
438,2180.3892
439,5780.1416
440,8615.359
441,10291.633
442,9905.523
443,7712.716
444,4963.1953
445,2995.4482
446,1794.2377
447,801.39124
448,0.0
449,0.0
450,0.0
451,0.0
452,0.0
453,0.0
454,0.0
455,0.0
456,0.0
457,0.0
458,0.0
459,0.0
460,0.0
461,0.0
462,1731.2465
463,7574.889
464,13075.3955
465,17182.98
466,19346.121
467,19322.176
468,17468.85
469,14602.556
470,11107.97
471,7015.9785
472,2748.6987
473,0.0
474,0.0
475,0.0
476,0.0
477,0.0
478,0.0
479,0.0
480,0.0
481,0.0
482,0.0
483,0.0
484,0.0
485,1071.5548
486,6264.8555
487,11717.2
488,16116.983
489,18378.432
490,18558.201
491,17392.33
492,15581.311
493,13078.033
494,9764.789
495,5866.0083
496,1888.1339
497,0.0
498,0.0
499,0.0
500,0.0
501,0.0
502,0.0
503,0.0
504,0.0
505,0.0
506,0.0
507,0.0
508,0.0
509,0.0
510,7314.3203
511,11949.831
512,14413.719
513,14763.39
514,14014.629
515,12349.531
516,9936.55
517,7346.4346
518,4157.252
519,1166.653
520,0.0
521,0.0
522,0.0
523,0.0
524,0.0
525,0.0
