id,prediction
0,78.4963
1,0.0
2,0.0
3,0.0
4,105.37219
5,838.1762
6,1782.6599
7,2704.3481
8,3285.3254
9,3468.544
10,3374.538
11,3083.402
12,2611.4546
13,2219.8452
14,2012.8552
15,1600.042
16,1117.1184
17,634.6777
18,130.80228
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,520.8998
29,1469.2072
30,1481.9075
31,2379.1226
32,3145.324
33,3594.434
34,3717.6072
35,3584.3396
36,3361.9734
37,3093.962
38,2875.556
39,2647.467
40,2186.4253
41,1446.0878
42,745.667
43,43.920826
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,779.5328
53,1810.0724
54,2792.4297
55,3618.5134
56,4202.8193
57,4527.498
58,4533.793
59,4100.039
60,2693.387
61,3390.795
62,3104.2568
63,2269.3694
64,1366.4242
65,669.4942
66,137.43427
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,225.40706
77,1365.3623
78,2655.0342
79,3695.1274
80,4186.631
81,4056.6833
82,3677.6716
83,3453.6123
84,3034.5042
85,2618.7336
86,2517.0989
87,2456.2495
88,1925.1117
89,1035.9943
90,223.45026
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,659.53705
101,1645.7976
102,2619.1938
103,3367.6353
104,4042.4824
105,4254.5986
106,4263.011
107,4297.827
108,4259.305
109,3908.14
110,3404.918
111,2894.9595
112,2051.066
113,1180.895
114,394.92014
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,168.24525
121,0.0
122,0.0
123,230.60934
124,910.4025
125,1800.7449
126,2854.3132
127,3636.1943
128,3763.707
129,3633.537
130,3437.1555
131,3249.856
132,3066.8296
133,2983.674
134,2916.3752
135,2564.1077
136,1799.3873
137,1037.5632
138,400.47006
139,0.0
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,182.61798
148,1025.4613
149,1942.8679
150,2232.2815
151,3573.8215
152,4312.8154
153,4453.666
154,4056.9036
155,3704.7747
156,3379.9458
157,3068.1272
158,2830.1182
159,2244.6316
160,1497.5227
161,841.997
162,227.6662
163,0.0
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,0.0
180,1195.3031
181,1692.0314
182,1679.1761
183,1454.4567
184,1047.3466
185,496.6415
186,0.0
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,150.71799
197,609.3484
198,1292.6428
199,2214.6853
200,1964.1919
201,2302.3235
202,2861.2969
203,2231.2778
204,2347.838
205,2554.411
206,2398.1816
207,1325.9752
208,184.43597
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,0.0
223,951.4677
224,1832.3453
225,2202.5164
226,2167.8376
227,1943.8016
228,1607.0012
229,1173.6782
230,772.4895
231,396.35425
232,0.0
233,0.0
234,0.0
235,0.0
236,0.0
237,0.0
238,0.0
239,0.0
240,81.04178
241,0.0
242,0.0
243,0.0
244,0.0
245,484.4574
246,1252.1852
247,2250.1643
248,2675.9631
249,1614.003
250,682.8325
251,172.0313
252,492.55618
253,1042.1764
254,1257.6177
255,1339.2156
256,1376.7169
257,1094.5421
258,633.6668
259,121.25154
260,0.0
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,0.0
267,0.0
268,61.590923
269,655.14264
270,1211.2195
271,1820.4404
272,2250.6628
273,2478.4731
274,2384.42
275,2324.0984
276,2250.2036
277,1983.086
278,1629.7819
279,1254.6595
280,783.17126
281,266.107
282,0.0
283,0.0
284,0.0
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,0.0
292,187.13171
293,751.1017
294,1504.4971
295,2023.141
296,2215.0603
297,2432.847
298,2688.7979
299,2667.1084
300,1259.3735
301,1467.3031
302,1366.7433
303,1101.771
304,722.4862
305,348.74036
306,0.0
307,0.0
308,0.0
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,0.0
315,0.0
316,389.81366
317,1068.9159
318,1660.8457
319,2141.4229
320,2650.9358
321,2951.7974
322,2987.3438
323,2756.6885
324,2296.7344
325,1783.5563
326,1241.5646
327,717.48944
328,268.66745
329,0.0
330,130.60406
331,0.0
332,0.0
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,0.0
339,0.0
340,0.0
341,580.05634
342,1079.0803
343,1426.4673
344,1677.0535
345,1894.6041
346,1969.4972
347,1933.9092
348,1790.379
349,1534.8547
350,1252.3755
351,933.4135
352,578.594
353,187.30804
354,0.0
355,0.0
356,0.0
357,0.0
358,0.0
359,0.0
360,31.542545
361,0.0
